Transaction_Amount,Category,Preferred_Payment_Method,Last_Used_Credit_Card_Days,Last_Used_UPI_Days,UPI_Usage_Count,Card_Usage_Count,Wallet_Usage_Count,EMI_Usage_Count,Bank_Offer_Active,Bank_Name,Is_High_Value,Failure_Rate_Last10,Time_of_Day,Recommended_Payment_Method
13162.2,Electronics,Credit Card,46,47,5,17,25,7,0,Axis,1,0.3,Evening,EMI
38335.53,Fashion,EMI,42,1,13,14,22,0,0,ICICI,1,0.07,Morning,EMI
2418.67,Fashion,Wallet,34,25,24,11,28,4,0,Axis,0,0.01,Morning,UPI
47876.57,Travel,Credit Card,39,46,27,19,14,6,1,HDFC,1,0.45,Night,Credit Card
24254.71,Electronics,UPI,54,9,17,8,15,0,1,SBI,1,0.01,Afternoon,UPI
29909.79,Grocery,EMI,5,40,13,23,20,6,0,HDFC,1,0.34,Afternoon,EMI
44550.54,Grocery,Wallet,11,5,1,14,14,1,0,ICICI,1,0.01,Morning,Wallet
31561.58,Travel,Credit Card,41,11,22,0,3,4,1,HDFC,1,0.26,Evening,EMI
40554.24,Travel,UPI,53,46,23,9,4,7,1,Kotak,1,0.27,Night,UPI
23736.08,Fashion,EMI,50,31,18,5,7,9,1,HDFC,1,0.25,Night,EMI
37395.83,Electronics,UPI,16,38,13,13,11,1,1,Kotak,1,0.15,Night,Credit Card
36161.14,Grocery,EMI,22,48,15,18,4,6,0,SBI,1,0.06,Evening,EMI
46502.39,Travel,EMI,47,40,22,5,15,8,1,HDFC,1,0.46,Evening,EMI
36289.94,Travel,Wallet,13,34,22,16,10,7,1,Axis,1,0.11,Afternoon,Credit Card
34792.17,Electronics,Wallet,10,27,6,17,5,7,1,Kotak,1,0.1,Morning,Credit Card
47641.96,Electronics,Debit Card,51,31,13,5,2,0,0,ICICI,1,0.17,Night,UPI
40189.37,Travel,EMI,44,59,23,22,20,9,0,ICICI,1,0.07,Morning,EMI
23150.03,Travel,Wallet,41,53,1,23,12,9,0,Kotak,1,0.06,Afternoon,EMI
34355.75,Travel,EMI,5,26,19,0,16,0,0,Axis,1,0.0,Afternoon,UPI
22320.17,Travel,Debit Card,59,42,11,5,10,1,0,SBI,1,0.47,Evening,Debit Card
10923.01,Electronics,UPI,15,22,20,28,26,9,1,Kotak,1,0.01,Afternoon,Credit Card
7848.87,Grocery,Wallet,3,46,19,8,6,6,0,ICICI,0,0.3,Morning,Wallet
9427.3,Electronics,Credit Card,35,16,20,25,13,2,0,Kotak,0,0.07,Afternoon,Credit Card
19708.23,Travel,Debit Card,19,41,16,16,20,6,0,Kotak,1,0.46,Afternoon,EMI
25612.58,Grocery,Credit Card,22,35,16,28,2,7,0,ICICI,1,0.1,Morning,EMI
19060.12,Fashion,UPI,6,9,11,22,27,7,1,SBI,1,0.26,Evening,Credit Card
7080.33,Utilities,Debit Card,43,9,6,18,25,6,0,ICICI,0,0.29,Afternoon,Debit Card
6715.12,Travel,UPI,32,36,9,6,19,6,0,HDFC,0,0.4,Night,Debit Card
28448.52,Fashion,EMI,33,45,20,7,19,1,1,Kotak,1,0.44,Afternoon,Debit Card
42240.05,Electronics,Credit Card,11,38,26,20,12,9,0,HDFC,1,0.47,Afternoon,EMI
41809.39,Electronics,Credit Card,19,33,4,7,3,1,0,HDFC,1,0.03,Evening,Credit Card
6070.16,Grocery,Credit Card,21,15,8,20,15,8,0,ICICI,0,0.09,Afternoon,Credit Card
12539.03,Utilities,Wallet,41,42,20,0,9,2,1,SBI,1,0.34,Afternoon,Debit Card
6833.24,Electronics,Credit Card,49,59,5,2,5,6,1,SBI,0,0.31,Afternoon,Debit Card
28013.17,Electronics,Credit Card,39,52,0,8,16,1,1,Kotak,1,0.25,Morning,Credit Card
15168.41,Utilities,Debit Card,57,29,27,18,26,1,1,HDFC,1,0.17,Night,Credit Card
17249.5,Fashion,Wallet,10,4,21,14,20,6,0,ICICI,1,0.33,Morning,EMI
38093.82,Electronics,Debit Card,5,40,16,1,22,3,0,Kotak,1,0.46,Afternoon,EMI
49584.03,Utilities,Wallet,54,30,26,18,5,1,0,Axis,1,0.09,Evening,UPI
17401.6,Utilities,EMI,44,6,17,21,13,3,0,HDFC,1,0.3,Afternoon,EMI
14811.7,Grocery,UPI,13,48,18,29,4,2,1,HDFC,1,0.42,Afternoon,Credit Card
45562.43,Travel,UPI,56,45,16,8,2,2,0,Axis,1,0.35,Morning,Debit Card
38190.46,Utilities,Debit Card,56,48,8,3,22,5,1,Axis,1,0.13,Morning,EMI
27238.9,Grocery,EMI,24,36,22,10,23,7,1,Kotak,1,0.3,Afternoon,EMI
43039.26,Electronics,UPI,45,12,4,13,25,6,0,SBI,1,0.45,Afternoon,EMI
20478.51,Travel,Debit Card,25,14,29,28,27,4,0,HDFC,1,0.34,Night,EMI
20537.71,Utilities,Credit Card,47,38,27,29,25,2,0,ICICI,1,0.26,Morning,Credit Card
16501.49,Grocery,UPI,50,33,0,28,3,9,0,Axis,1,0.02,Night,EMI
38560.53,Electronics,EMI,43,33,0,9,9,9,1,HDFC,1,0.4,Evening,EMI
16831.75,Utilities,EMI,23,49,10,23,11,0,1,SBI,1,0.05,Night,Credit Card
32653.47,Utilities,Wallet,47,43,0,10,22,5,1,HDFC,1,0.29,Night,EMI
12878.33,Grocery,Wallet,46,7,10,22,15,6,0,ICICI,1,0.18,Morning,EMI
21975.8,Travel,EMI,15,19,22,9,9,9,0,Axis,1,0.32,Evening,EMI
28805.56,Fashion,UPI,56,21,26,3,6,4,0,SBI,1,0.29,Evening,EMI
13225.54,Fashion,Debit Card,3,45,23,26,13,0,0,HDFC,1,0.04,Night,Wallet
26343.5,Utilities,Credit Card,0,29,18,3,13,1,1,SBI,1,0.16,Afternoon,UPI
48484.88,Grocery,EMI,34,53,26,14,5,0,0,Axis,1,0.49,Evening,Debit Card
7183.05,Electronics,Debit Card,47,29,12,15,1,3,0,Kotak,0,0.04,Night,Debit Card
35648.64,Grocery,Wallet,19,58,2,6,15,6,1,ICICI,1,0.11,Afternoon,EMI
36857.4,Grocery,Wallet,7,53,22,20,18,1,1,ICICI,1,0.0,Night,Credit Card
2208.08,Electronics,UPI,12,56,21,25,2,4,0,SBI,0,0.2,Afternoon,UPI
33880.61,Fashion,Credit Card,25,7,14,4,7,1,1,Axis,1,0.12,Afternoon,UPI
28274.06,Fashion,EMI,39,43,1,29,16,5,0,SBI,1,0.26,Evening,Credit Card
34403.08,Electronics,EMI,44,47,11,28,18,5,0,Kotak,1,0.24,Morning,EMI
21314.96,Travel,Wallet,23,57,21,17,16,9,1,Kotak,1,0.37,Morning,Credit Card
23662.38,Travel,Wallet,37,20,3,28,17,3,1,ICICI,1,0.16,Afternoon,Credit Card
8188.45,Fashion,UPI,23,9,5,16,7,1,0,Kotak,0,0.05,Night,UPI
39395.41,Fashion,Credit Card,31,25,27,6,0,0,1,ICICI,1,0.45,Evening,Debit Card
46071.61,Grocery,Credit Card,17,35,24,6,28,6,0,SBI,1,0.16,Night,EMI
25448.01,Grocery,Debit Card,43,22,6,14,1,0,0,HDFC,1,0.21,Evening,Debit Card
3398.61,Travel,Credit Card,30,5,11,23,27,8,0,ICICI,0,0.13,Afternoon,Credit Card
28780.92,Fashion,Credit Card,51,36,12,24,5,5,1,HDFC,1,0.04,Afternoon,Credit Card
24180.34,Electronics,UPI,38,4,11,25,16,4,0,SBI,1,0.07,Night,EMI
37817.12,Utilities,UPI,30,10,16,26,7,4,0,SBI,1,0.24,Evening,EMI
41810.72,Fashion,Wallet,24,57,7,26,25,7,1,Axis,1,0.36,Evening,Credit Card
45267.31,Utilities,Debit Card,31,9,29,7,17,3,1,Axis,1,0.43,Night,EMI
9613.81,Travel,Debit Card,36,46,11,25,12,5,0,SBI,0,0.01,Afternoon,Debit Card
21320.42,Fashion,Credit Card,5,47,1,9,4,8,1,Axis,1,0.36,Evening,EMI
18276.21,Travel,Wallet,56,35,4,17,7,8,0,SBI,1,0.12,Night,EMI
3749.34,Utilities,EMI,22,31,16,26,10,1,0,Kotak,0,0.45,Night,Debit Card
42592.38,Electronics,Wallet,34,18,28,22,18,9,0,ICICI,1,0.3,Evening,EMI
14140.72,Grocery,UPI,32,13,27,23,10,1,1,ICICI,1,0.07,Evening,Credit Card
47154.81,Fashion,Debit Card,44,51,0,22,14,3,0,HDFC,1,0.28,Morning,EMI
37635.38,Travel,Debit Card,28,12,0,28,17,4,0,Kotak,1,0.44,Evening,EMI
32806.61,Travel,UPI,46,59,21,29,10,9,0,SBI,1,0.24,Afternoon,EMI
20779.14,Utilities,EMI,22,16,0,24,14,5,0,ICICI,1,0.16,Evening,Debit Card
11088.14,Travel,Wallet,12,55,2,2,12,4,1,Axis,1,0.31,Evening,EMI
3205.97,Utilities,Credit Card,30,22,1,8,26,5,0,HDFC,0,0.1,Afternoon,Credit Card
26052.85,Electronics,Wallet,37,55,1,2,25,9,1,SBI,1,0.09,Afternoon,EMI
19726.28,Grocery,Debit Card,42,21,25,6,12,9,0,Kotak,1,0.14,Morning,EMI
39873.54,Fashion,Credit Card,19,6,22,3,16,7,0,Axis,1,0.43,Morning,EMI
47375.62,Fashion,UPI,49,22,18,5,8,4,0,SBI,1,0.36,Afternoon,EMI
8592.79,Grocery,Credit Card,16,27,12,8,23,7,0,Axis,0,0.21,Morning,Credit Card
44703.89,Fashion,Debit Card,28,2,6,21,4,8,1,SBI,1,0.18,Afternoon,Credit Card
11383.45,Electronics,Wallet,2,23,11,5,1,7,0,Kotak,1,0.29,Night,EMI
4615.06,Grocery,Wallet,44,16,19,27,14,8,1,ICICI,0,0.25,Morning,Credit Card
6688.88,Electronics,UPI,31,33,15,15,21,6,1,Kotak,0,0.1,Morning,Credit Card
39089.13,Utilities,EMI,10,52,2,1,13,0,1,SBI,1,0.32,Afternoon,Debit Card
23407.68,Grocery,UPI,12,18,18,14,0,2,0,HDFC,1,0.05,Evening,UPI
1334.47,Travel,Wallet,10,19,7,27,20,5,0,HDFC,0,0.06,Evening,Wallet
40052.83,Fashion,Credit Card,1,35,7,8,25,1,0,ICICI,1,0.36,Evening,Debit Card
13572.34,Fashion,Credit Card,4,11,22,29,26,4,1,Axis,1,0.24,Night,Credit Card
41610.24,Fashion,Debit Card,43,54,3,23,6,7,0,Axis,1,0.22,Morning,EMI
1911.1,Electronics,Wallet,37,17,12,8,20,2,0,ICICI,0,0.19,Afternoon,UPI
25467.6,Electronics,EMI,5,11,29,22,7,4,0,Axis,1,0.41,Evening,EMI
38633.1,Grocery,Credit Card,25,3,8,11,3,0,1,Axis,1,0.45,Night,Credit Card
2265.56,Utilities,Credit Card,40,53,10,22,11,4,0,Kotak,0,0.27,Night,Credit Card
25882.61,Utilities,Debit Card,28,10,23,5,8,5,0,Axis,1,0.21,Afternoon,EMI
20896.35,Grocery,Wallet,18,9,13,4,11,2,0,HDFC,1,0.01,Morning,UPI
12678.59,Fashion,UPI,37,42,29,8,29,0,0,HDFC,1,0.04,Evening,UPI
42588.71,Grocery,Wallet,34,41,23,25,22,1,0,Kotak,1,0.03,Morning,Wallet
26189.53,Electronics,Debit Card,42,43,2,11,22,7,0,SBI,1,0.36,Morning,EMI
43741.86,Electronics,UPI,10,58,11,18,19,6,0,ICICI,1,0.16,Night,EMI
21033.73,Grocery,Credit Card,39,35,26,12,14,7,0,HDFC,1,0.1,Evening,EMI
21094.86,Grocery,Debit Card,49,39,1,2,9,6,1,Axis,1,0.35,Afternoon,EMI
39583.02,Electronics,Wallet,18,53,11,24,9,4,0,HDFC,1,0.15,Evening,EMI
13278.69,Grocery,EMI,32,7,10,0,24,0,1,HDFC,1,0.31,Afternoon,Debit Card
40907.63,Utilities,EMI,28,24,3,22,24,6,0,HDFC,1,0.2,Night,EMI
7950.2,Grocery,UPI,53,16,25,23,8,1,0,ICICI,0,0.47,Morning,Debit Card
39852.44,Grocery,Wallet,14,54,15,25,0,9,0,Kotak,1,0.36,Evening,EMI
7695.7,Fashion,Credit Card,48,2,25,1,29,1,1,Kotak,0,0.48,Night,Debit Card
26772.42,Grocery,UPI,48,59,15,24,18,7,0,Kotak,1,0.3,Afternoon,EMI
45454.39,Utilities,Credit Card,19,15,27,6,17,7,1,SBI,1,0.47,Afternoon,EMI
38171.56,Fashion,EMI,44,0,18,6,22,7,0,SBI,1,0.24,Afternoon,EMI
22161.14,Grocery,Credit Card,14,24,13,0,16,4,0,ICICI,1,0.45,Afternoon,EMI
49280.83,Utilities,Credit Card,51,50,1,24,13,6,0,Kotak,1,0.21,Afternoon,EMI
38283.33,Travel,EMI,55,8,19,0,23,9,0,Kotak,1,0.49,Afternoon,EMI
22654.85,Electronics,Debit Card,17,20,2,4,18,8,0,SBI,1,0.38,Night,EMI
48437.48,Grocery,Debit Card,41,52,1,9,21,1,1,ICICI,1,0.01,Afternoon,Debit Card
24038.74,Grocery,Wallet,27,21,11,16,12,8,0,Axis,1,0.33,Morning,EMI
18262.71,Travel,Debit Card,3,38,7,0,0,4,1,HDFC,1,0.3,Night,EMI
29752.93,Utilities,UPI,29,34,27,0,3,8,0,HDFC,1,0.47,Night,EMI
43036.47,Electronics,EMI,21,26,24,3,3,8,0,ICICI,1,0.3,Night,EMI
10223.77,Travel,Wallet,52,24,28,14,9,4,0,HDFC,1,0.08,Afternoon,EMI
40649.44,Grocery,Wallet,32,26,4,18,21,8,0,HDFC,1,0.11,Morning,EMI
7780.28,Electronics,Wallet,13,56,9,19,25,4,1,HDFC,0,0.42,Afternoon,Credit Card
47652.43,Utilities,UPI,22,33,0,3,7,0,0,SBI,1,0.14,Afternoon,UPI
35292.65,Travel,EMI,50,18,12,6,23,9,0,ICICI,1,0.03,Morning,EMI
6599.94,Utilities,Wallet,48,54,22,20,5,8,1,SBI,0,0.02,Evening,Credit Card
46817.2,Utilities,Wallet,27,49,13,12,8,4,0,ICICI,1,0.43,Evening,EMI
46148.7,Utilities,Debit Card,8,42,1,12,0,7,0,ICICI,1,0.31,Afternoon,EMI
27886.59,Grocery,Credit Card,48,49,26,27,16,6,0,ICICI,1,0.09,Afternoon,EMI
24967.95,Grocery,EMI,50,42,1,9,12,8,1,HDFC,1,0.45,Morning,EMI
23329.33,Travel,Debit Card,26,47,18,23,16,0,1,SBI,1,0.11,Afternoon,Credit Card
12198.98,Fashion,EMI,55,39,25,0,10,0,0,Kotak,1,0.24,Afternoon,EMI
42371.03,Grocery,Credit Card,33,7,23,10,12,4,1,SBI,1,0.45,Night,EMI
43458.55,Electronics,Wallet,4,18,8,25,23,6,0,ICICI,1,0.25,Evening,EMI
30174.75,Grocery,Debit Card,41,52,20,5,21,2,1,HDFC,1,0.31,Night,Debit Card
25042.29,Grocery,Wallet,19,22,6,3,25,1,0,ICICI,1,0.47,Morning,Debit Card
3681.76,Electronics,EMI,21,44,13,24,17,3,0,HDFC,0,0.07,Evening,EMI
38608.95,Utilities,Wallet,15,57,19,18,24,6,0,SBI,1,0.32,Morning,EMI
8946.54,Grocery,UPI,50,47,11,19,1,3,0,Axis,0,0.04,Evening,UPI
41947.99,Grocery,EMI,13,18,23,21,0,8,0,SBI,1,0.48,Morning,EMI
752.18,Travel,Debit Card,35,23,8,27,6,6,0,ICICI,0,0.33,Morning,Debit Card
43920.12,Electronics,Credit Card,1,51,24,4,1,3,1,Axis,1,0.2,Afternoon,EMI
22414.23,Utilities,UPI,36,3,2,6,25,0,0,Kotak,1,0.22,Evening,Wallet
23893.6,Grocery,EMI,47,44,5,5,20,6,0,Axis,1,0.08,Evening,EMI
48220.2,Utilities,UPI,41,17,26,12,22,3,0,SBI,1,0.02,Evening,EMI
47020.14,Utilities,UPI,36,34,5,7,26,9,0,SBI,1,0.02,Evening,EMI
41666.48,Fashion,EMI,54,9,7,7,13,3,0,HDFC,1,0.28,Afternoon,EMI
11326.0,Electronics,Debit Card,34,1,12,12,24,8,0,HDFC,1,0.1,Night,EMI
46457.58,Fashion,UPI,15,7,25,0,17,5,0,HDFC,1,0.16,Evening,EMI
13258.17,Fashion,Wallet,53,25,27,15,17,4,0,SBI,1,0.14,Morning,EMI
47163.27,Travel,UPI,56,2,10,12,21,9,1,Kotak,1,0.3,Night,Credit Card
25772.41,Travel,Credit Card,36,18,17,27,16,7,0,Kotak,1,0.27,Evening,EMI
35422.0,Utilities,EMI,42,21,6,6,1,4,0,Axis,1,0.21,Evening,EMI
591.87,Grocery,UPI,10,46,20,16,1,6,0,Axis,0,0.26,Morning,UPI
20658.87,Grocery,UPI,2,11,11,10,15,4,1,SBI,1,0.34,Afternoon,EMI
33019.78,Utilities,Credit Card,51,12,16,11,16,0,0,HDFC,1,0.5,Morning,Debit Card
13888.18,Travel,Wallet,56,58,24,3,3,3,1,HDFC,1,0.42,Afternoon,EMI
48864.16,Electronics,Credit Card,14,29,13,18,10,8,0,SBI,1,0.03,Morning,EMI
30855.25,Grocery,EMI,19,1,7,17,23,5,0,ICICI,1,0.17,Night,EMI
16005.95,Travel,Wallet,51,0,24,15,15,9,0,Axis,1,0.28,Night,EMI
33766.41,Utilities,UPI,27,46,3,26,1,2,0,Kotak,1,0.33,Night,Debit Card
35917.19,Grocery,UPI,14,33,7,2,0,7,0,ICICI,1,0.04,Night,EMI
823.5,Utilities,Wallet,3,28,12,27,23,4,1,ICICI,0,0.48,Morning,Credit Card
18865.04,Travel,Credit Card,9,55,6,11,7,6,0,ICICI,1,0.04,Night,EMI
18287.0,Utilities,UPI,49,9,21,1,16,7,0,Axis,1,0.07,Evening,EMI
26143.41,Travel,EMI,42,50,14,10,2,1,0,Kotak,1,0.49,Night,Debit Card
49289.16,Travel,Wallet,32,0,11,9,8,8,1,SBI,1,0.24,Afternoon,Credit Card
11162.39,Travel,Debit Card,22,28,18,9,2,3,1,ICICI,1,0.41,Morning,EMI
28608.62,Travel,UPI,30,36,26,14,19,7,0,Axis,1,0.33,Evening,EMI
25126.34,Fashion,Credit Card,13,46,29,13,23,9,0,HDFC,1,0.4,Evening,EMI
23815.1,Grocery,Credit Card,41,44,17,12,20,7,0,HDFC,1,0.17,Afternoon,EMI
14330.48,Electronics,Credit Card,14,24,2,12,10,7,0,HDFC,1,0.17,Morning,EMI
22401.48,Fashion,UPI,48,51,8,20,13,3,1,SBI,1,0.41,Night,Credit Card
23752.73,Utilities,Debit Card,48,46,19,4,3,3,0,SBI,1,0.06,Night,EMI
26895.62,Fashion,Wallet,56,51,13,9,5,9,1,HDFC,1,0.11,Morning,EMI
18068.76,Electronics,Credit Card,18,8,4,16,15,4,1,Axis,1,0.11,Night,Credit Card
41250.83,Utilities,Debit Card,9,14,17,20,28,6,1,SBI,1,0.4,Night,Credit Card
6050.5,Utilities,Wallet,18,3,26,24,26,7,0,SBI,0,0.13,Night,UPI
7856.68,Travel,Wallet,17,21,5,18,28,4,0,SBI,0,0.28,Morning,Wallet
26624.54,Utilities,Credit Card,42,3,17,29,14,4,1,Axis,1,0.13,Evening,Credit Card
25337.05,Utilities,UPI,13,58,25,23,26,7,1,SBI,1,0.22,Evening,Credit Card
20391.93,Electronics,UPI,48,18,12,18,25,0,1,Axis,1,0.02,Afternoon,Credit Card
27354.62,Fashion,Debit Card,43,55,16,15,11,9,0,ICICI,1,0.46,Night,EMI
11577.92,Grocery,UPI,57,55,17,1,23,0,0,Kotak,1,0.22,Night,UPI
25697.38,Fashion,EMI,7,53,24,6,1,0,1,Axis,1,0.32,Afternoon,Debit Card
15286.79,Utilities,Wallet,13,7,19,17,22,6,0,HDFC,1,0.33,Morning,EMI
18906.93,Travel,Debit Card,13,2,9,8,20,6,0,ICICI,1,0.1,Night,EMI
49821.24,Grocery,Debit Card,2,19,8,20,29,5,0,ICICI,1,0.38,Morning,EMI
32886.57,Fashion,EMI,51,25,28,23,27,7,0,Axis,1,0.34,Morning,EMI
9765.09,Grocery,Debit Card,30,11,21,15,29,1,0,SBI,0,0.37,Morning,Debit Card
12940.77,Grocery,EMI,31,4,18,2,16,7,0,ICICI,1,0.02,Night,EMI
36104.27,Utilities,Credit Card,11,10,1,0,12,9,0,Axis,1,0.21,Evening,EMI
24729.45,Grocery,UPI,5,4,0,21,15,7,0,SBI,1,0.19,Evening,EMI
3804.82,Travel,EMI,40,24,22,16,16,3,0,Kotak,0,0.13,Evening,UPI
33014.44,Travel,Wallet,6,9,8,25,8,7,0,SBI,1,0.48,Evening,EMI
17262.85,Utilities,Wallet,9,10,11,21,2,5,1,ICICI,1,0.18,Evening,Credit Card
48252.33,Fashion,Debit Card,54,12,3,2,21,8,0,SBI,1,0.2,Afternoon,EMI
47706.32,Fashion,Debit Card,37,17,19,13,4,8,0,HDFC,1,0.09,Evening,EMI
23124.11,Travel,UPI,28,21,29,17,16,3,0,Axis,1,0.27,Afternoon,EMI
8444.62,Travel,Credit Card,14,45,25,2,4,5,0,SBI,0,0.23,Evening,Credit Card
47367.03,Travel,Wallet,43,56,22,13,26,8,1,SBI,1,0.25,Afternoon,Credit Card
23395.73,Travel,Debit Card,10,34,29,1,3,7,1,Axis,1,0.03,Evening,EMI
21961.6,Electronics,EMI,1,7,28,9,18,6,0,Kotak,1,0.06,Afternoon,EMI
16744.08,Grocery,Credit Card,3,48,10,29,5,0,0,HDFC,1,0.22,Evening,Credit Card
46545.02,Travel,Wallet,55,31,21,0,21,0,0,ICICI,1,0.26,Night,Wallet
34738.12,Grocery,EMI,5,0,22,26,11,3,0,Kotak,1,0.42,Evening,EMI
46698.12,Electronics,Credit Card,25,27,9,7,1,7,1,ICICI,1,0.49,Morning,EMI
35268.88,Electronics,EMI,35,20,16,1,25,6,0,Axis,1,0.37,Afternoon,EMI
7475.07,Electronics,Credit Card,16,30,6,24,4,1,0,HDFC,0,0.24,Night,Credit Card
25317.85,Electronics,Wallet,49,45,18,2,3,8,0,SBI,1,0.27,Evening,EMI
16850.31,Travel,Debit Card,28,33,13,21,15,2,1,ICICI,1,0.0,Evening,Credit Card
24512.4,Utilities,Debit Card,39,28,16,29,24,9,0,SBI,1,0.22,Night,EMI
22733.19,Travel,Credit Card,12,56,20,16,23,8,0,ICICI,1,0.38,Morning,EMI
17460.15,Grocery,UPI,42,9,2,8,7,5,0,HDFC,1,0.12,Evening,EMI
35417.64,Fashion,EMI,45,36,21,24,0,3,0,Axis,1,0.19,Evening,EMI
29023.51,Utilities,UPI,59,18,23,13,22,7,0,ICICI,1,0.14,Afternoon,EMI
7845.13,Travel,UPI,36,57,14,7,27,9,0,HDFC,0,0.25,Afternoon,UPI
19445.87,Fashion,UPI,21,37,14,5,17,7,1,ICICI,1,0.18,Morning,EMI
40056.48,Grocery,Wallet,25,18,1,3,23,4,0,SBI,1,0.38,Night,EMI
49930.14,Fashion,EMI,20,8,10,7,27,9,0,Kotak,1,0.19,Night,EMI
269.34,Grocery,Debit Card,54,43,2,18,2,2,1,Kotak,0,0.37,Evening,Credit Card
47351.18,Utilities,UPI,39,49,27,14,18,1,0,Kotak,1,0.4,Night,Debit Card
6636.03,Electronics,EMI,14,25,8,7,7,2,0,Kotak,0,0.05,Afternoon,UPI
46142.41,Electronics,Debit Card,3,12,9,20,12,0,0,SBI,1,0.15,Evening,Debit Card
22377.86,Grocery,Debit Card,9,4,21,9,24,4,0,SBI,1,0.46,Night,EMI
6339.82,Utilities,Credit Card,52,4,0,12,3,7,0,HDFC,0,0.21,Morning,Credit Card
7321.56,Grocery,EMI,55,4,29,25,22,8,0,Kotak,0,0.07,Evening,UPI
41240.47,Electronics,Credit Card,15,8,23,28,21,6,0,SBI,1,0.46,Afternoon,EMI
21648.12,Grocery,Wallet,9,46,9,26,1,6,0,ICICI,1,0.26,Afternoon,EMI
134.45,Electronics,Credit Card,52,24,22,7,21,8,0,ICICI,0,0.34,Evening,Debit Card
25426.6,Utilities,Debit Card,11,26,19,23,21,6,1,ICICI,1,0.4,Evening,Credit Card
12949.41,Utilities,Credit Card,7,27,17,28,14,6,0,HDFC,1,0.3,Morning,EMI
2262.04,Fashion,Credit Card,33,21,1,18,15,5,0,Axis,0,0.2,Night,Credit Card
20267.29,Travel,Wallet,22,59,8,17,4,0,0,Kotak,1,0.46,Morning,Debit Card
3542.42,Electronics,EMI,45,13,0,3,22,6,0,SBI,0,0.48,Afternoon,Debit Card
38427.04,Travel,Debit Card,59,13,29,11,12,9,0,Axis,1,0.06,Morning,EMI
43672.81,Grocery,UPI,28,46,18,25,23,1,1,Axis,1,0.39,Night,Credit Card
29118.67,Fashion,UPI,48,26,23,7,24,8,1,Axis,1,0.08,Evening,EMI
14315.18,Grocery,UPI,15,20,26,1,28,2,0,SBI,1,0.06,Afternoon,UPI
29719.69,Fashion,UPI,59,38,23,19,21,2,0,ICICI,1,0.31,Afternoon,Debit Card
10331.08,Travel,Debit Card,41,46,23,21,17,9,0,HDFC,1,0.01,Afternoon,EMI
15746.84,Grocery,EMI,15,29,5,4,6,7,0,Kotak,1,0.44,Evening,Wallet
27905.62,Utilities,Debit Card,26,19,22,13,14,5,1,ICICI,1,0.04,Night,Credit Card
36353.76,Fashion,Credit Card,31,51,18,4,21,7,0,ICICI,1,0.12,Afternoon,EMI
6757.94,Grocery,EMI,13,24,6,10,21,8,0,ICICI,0,0.05,Afternoon,EMI
47822.35,Electronics,Credit Card,20,25,10,2,5,0,1,HDFC,1,0.06,Afternoon,UPI
14646.6,Fashion,Wallet,12,51,8,24,4,6,1,Kotak,1,0.16,Morning,Credit Card
22148.08,Grocery,Credit Card,43,14,7,12,10,9,1,HDFC,1,0.24,Afternoon,Credit Card
41850.28,Electronics,Credit Card,22,57,23,10,8,0,1,ICICI,1,0.2,Evening,Credit Card
29096.52,Utilities,Wallet,0,11,13,18,28,8,0,Axis,1,0.46,Morning,EMI
3609.55,Electronics,Wallet,9,30,25,25,16,4,1,Axis,0,0.32,Evening,Credit Card
6644.35,Electronics,Wallet,14,2,2,22,8,0,0,Axis,0,0.06,Afternoon,Wallet
15353.74,Utilities,EMI,21,37,26,25,22,7,0,Kotak,1,0.35,Evening,EMI
12373.05,Fashion,Credit Card,45,3,3,28,8,8,0,HDFC,1,0.38,Afternoon,EMI
47156.76,Fashion,Debit Card,6,50,13,3,20,0,0,ICICI,1,0.38,Morning,Debit Card
42375.15,Electronics,Credit Card,22,27,8,20,29,5,0,ICICI,1,0.23,Evening,EMI
49373.73,Utilities,Credit Card,50,30,5,27,11,6,0,ICICI,1,0.28,Morning,EMI
8649.96,Grocery,Debit Card,50,32,14,13,12,6,0,ICICI,0,0.32,Morning,Debit Card
1856.1,Grocery,EMI,12,39,9,6,1,3,0,SBI,0,0.36,Night,Debit Card
24133.4,Electronics,EMI,35,41,28,3,19,4,0,HDFC,1,0.14,Morning,EMI
14529.5,Utilities,Credit Card,58,32,21,14,5,7,0,ICICI,1,0.34,Afternoon,EMI
11420.19,Fashion,UPI,50,53,8,25,2,8,1,SBI,1,0.27,Morning,Credit Card
35317.78,Utilities,Wallet,42,58,11,22,15,1,0,SBI,1,0.12,Night,Wallet
32952.83,Electronics,Wallet,24,34,2,12,6,4,1,Axis,1,0.29,Evening,Credit Card
48029.73,Fashion,Wallet,12,38,1,21,28,8,0,HDFC,1,0.24,Afternoon,EMI
33086.31,Fashion,UPI,31,7,20,24,24,3,1,Axis,1,0.33,Evening,Credit Card
9730.93,Travel,Credit Card,1,52,18,27,5,4,0,Kotak,0,0.46,Night,Debit Card
46455.02,Grocery,Wallet,17,58,20,13,11,5,0,ICICI,1,0.04,Evening,EMI
17574.21,Travel,UPI,9,34,15,5,3,3,0,ICICI,1,0.14,Afternoon,EMI
33552.39,Fashion,EMI,2,43,19,13,13,8,0,HDFC,1,0.3,Evening,EMI
39414.43,Utilities,Wallet,19,18,5,18,6,0,1,Kotak,1,0.14,Evening,Credit Card
29665.36,Fashion,EMI,10,33,5,21,17,6,0,ICICI,1,0.18,Afternoon,EMI
